22,e3d,486650,1814117
50,ae9,184418,624626
53,e76,17299,725434
40,c25,466584,702883
33,2fb,474758,2074435
4,b2b,292817,512403
63,b28,4294,1786525
7,fa8,310249,2592506
79,518,255369,444518
67,701,223306,66522
46,f14,418836,2168005
13,c6c,253556,763074
72,b32,340162,2588233
90,96a,410629,1336167
73,bb3,457610,105430
99,fd6,127513,1218687
24,fb4,122660,1389812
88,b6a,346317,265492
23,dda,290600,933749
40,a3c,4901,1033576
63,0b0,366808,238760
77,b9f,358138,1781670
66,9ba,145526,995178
52,022,262463,788402
96,22e,136972,1716537
51,e34,480411,1843302
69,ff6,491613,1514333
67,986,300178,1946882
78,3ec,160631,2487788
61,680,69705,344020
38,b25,84800,103403
71,639,176846,1802393
16,7f8,152725,2490191
20,8a7,57253,376715
38,52d,478705,1965925
29,969,25297,2103614
85,46d,402515,1781021
77,29b,325641,485820
6,35e,432407,2298692
35,d87,323830,1561606
11,85a,430200,2080183
26,6b0,152841,2543496
94,ba3,457041,2502422
46,d32,423307,252984
34,cc4,261257,1638753
38,3f8,481647,2450385
46,8ba,38726,2238077
13,7cc,161413,459958
73,280,341542,1309068
80,ea1,446874,1202832
46,cbf,355013,852171
82,749,437112,2023100
40,eb3,325709,2037000
14,56a,126361,106088
16,dbd,66313,105928
15,327,269241,1141637
15,fa7,415288,1784357
53,53c,374889,1117059
92,693,12191,1939946
48,091,123355,1953942
19,649,101054,2294261
96,afc,352596,895619
93,da4,375430,1262870
41,ae3,160660,1242659
43,787,76858,159969
40,25b,471226,830327
16,fa0,93969,39640
35,54e,41815,264603
37,939,239108,2477848
29,80a,452807,1977673
88,dab,2505,1092079
23,775,6772,1845121
87,d7e,67410,2483105
48,fb0,25876,353624
10,f12,371623,1181941
24,f6b,149595,255123
91,3a9,297595,562456
91,7db,474317,1617328
5,c8a,182671,1094071
30,63d,114318,2521379
57,c0f,148504,391117
78,bd0,303231,1154276
1,f6f,131404,1144958
78,b74,354388,361983
24,5e0,448295,1387395
89,5b8,194870,970150
63,f7c,492601,1724852
56,cc9,124166,1204083
87,1ad,324975,2081653
80,3ad,195827,1926833
33,d30,101371,1084539
39,b1a,6139,725118
37,83f,179003,2207663
89,b4b,204047,1358774
16,feb,314764,1161039
7,4e1,22212,2196800
12,d68,443455,1433139
99,ef2,311070,2055990
94,5cb,409634,784787
68,1a1,231376,658014
82,4ad,159212,727795
65,af6,401097,194501
99,e5f,449304,1279308
69,60a,179478,2553666
89,a91,148947,256403
