17,b7a,429822,1769406
83,cad,71808,1165236
14,984,471877,867923
72,6af,440818,2506767
80,3fb,213246,1746258
95,f59,353145,716611
29,5d1,325076,97085
60,5d9,219358,32941
24,6c1,329658,2092676
15,f06,373562,2451617
50,94d,92350,1852685
1,e28,493355,1902586
39,9c3,312584,1036795
14,54b,325326,1340616
45,3da,63366,2535168
4,1ee,291926,318839
45,5b1,396859,19589
65,04d,16349,1380213
97,9e0,140442,451886
91,1f5,230620,1993165
82,ce7,276729,1794506
86,f18,261163,2204
8,af9,405117,1972894
91,4c3,108893,1059241
86,45e,166962,742167
89,adf,437030,1255153
55,0da,25953,1141711
18,28f,139449,1062832
55,794,297250,358102
34,1b4,11844,2325579
25,b4b,329506,127647
80,ea6,274600,814178
73,632,52729,1603029
37,fa0,272888,2275073
33,05a,399897,1995742
81,2d5,290571,623584
58,c3b,102809,971221
4,afc,79753,2177313
60,4cf,412678,611736
88,db6,408357,355818
96,d4b,36812,2143081
25,aaf,230776,569904
25,fde,45967,1098043
18,bee,269304,1754589
28,c95,248025,1908183
17,7ef,470435,2350168
9,6e0,245847,2162126
10,306,44991,2574912
4,687,77820,2399645
62,350,274919,1041484
16,8f1,354047,1371272
37,2ff,344307,1183365
80,cc3,48369,599909
90,bb5,334877,2477607
47,aae,133673,2302275
72,46a,385778,669344
92,bd8,376278,1811682
14,59c,107953,1626389
10,88a,53538,1686176
84,e41,130273,1979193
99,9e7,370064,1896046
34,aef,439199,351725
83,ded,313192,2221806
69,583,218105,949735
94,7a4,271973,1357515
46,46a,44813,668108
33,9c9,9192,1692556
72,541,125400,2478084
60,736,108985,1273086
69,dd6,123903,1566134
56,cac,58520,1713477
99,edf,447216,90795
36,cf0,169151,1819225
78,faf,4089,1884438
74,f5f,7236,1750550
22,a8d,129509,367372
2,512,317537,1082008
16,38c,39733,1914029
58,cf9,161553,2200685
83,aae,308417,790856
44,f2f,11072,2096614
36,0b7,466450,2444730
48,da4,84471,749848
3,6d2,173671,201743
8,f96,63498,1802730
54,d1f,72314,1040456
95,ef2,403921,207465
49,61c,453088,2535785
14,6ad,450384,2142409
84,89f,374751,2220367
94,733,78128,443159
70,58c,217191,296263
55,93d,229808,1746416
46,0ad,492634,101531
88,f86,260409,981711
1,e7b,226863,827217
55,728,486830,169104
83,32d,75429,260595
58,838,199169,2214057
27,b03,492826,465732
23,9b6,89297,370402
70,8b1,495501,1707109
89,ce6,199090,2186098
20,fd5,83336,338792
7,c53,468736,376616
94,13f,25796,2284598
2,861,56810,1013027
75,d00,6077,68428
89,c2a,113319,1019298
31,b82,413081,2527167
72,86d,68405,2019915
58,f04,201662,1402852
49,a58,479794,1388650
24,6ef,116848,1349437
56,4ae,186968,9330
24,80c,319426,576042
63,50d,98301,1769537
13,fd2,15626,730891
14,61a,186423,1148792
12,e7d,1401,323770
83,bd2,257617,1109444
3,bcd,86186,897230
5,e6c,262386,90025
62,7df,377382,1590398
2,d61,319168,33416
2,a9c,436488,2151239
71,326,372509,2203036
3,ca8,372966,547876
59,716,415533,2461297
11,5d6,120670,2118715
54,d2a,287159,2026243
37,1fc,253178,636246
40,c95,43647,897401
15,4f7,383566,1931468
33,52a,286645,874060
8,9ae,67047,1228645
44,7fb,364138,2517041
14,7df,373401,184055
48,abf,203403,90562
68,d18,322994,2518216
22,da0,366409,1653249
79,c70,424237,2098881
95,b79,66627,2212111
89,0be,311344,439613
80,c53,454045,90377
68,5d6,244665,805539
15,fac,462797,1053096
98,051,498561,563739
95,af0,447077,884215
66,5d7,255944,1599812
83,d70,378387,362288
41,1c9,348001,1631198
92,23c,486365,405717
6,dbb,401414,1775528
58,d5b,240736,1927613
81,b57,274003,1712497
39,ff3,361030,672391
76,c9e,499493,2373585
25,db3,119660,754558
41,6ba,210079,2196366
97,af3,362359,1307964
9,4a5,134929,1546805
42,f06,95822,617818
21,fc5,467775,1981740
7,afd,397034,2281953
25,688,177220,436958
53,7a2,142233,927246
74,a0a,180423,748843
72,9a5,268776,616366
34,7d9,281246,1556184
17,e97,2435,82614
38,e89,165569,1135500
24,d8f,260656,1511863
68,83d,163092,1664313
86,a93,483023,2512232
86,ed2,1309,681312
59,e7e,420345,375
56,afa,53977,781022
87,eef,309119,1022969
30,497,495021,714560
65,e06,267456,940298
85,16c,16881,1392584
11,e15,219205,403815
46,eea,28201,1194777
15,f0a,5916,2164164
20,bc8,264109,2427004
32,d86,300510,2096709
24,e58,488117,297710
3,ecb,234942,2436849
90,afb,239511,2568680
70,8fd,187620,2176968
57,ca7,145990,1374048
44,4b3,109722,1370205
39,03e,26426,1394339
9,da6,165545,1366356
75,d7a,412110,2323626
91,c53,407271,1057274
47,98b,111688,2485919
32,3bf,433719,1719464
41,f83,391083,2013030
58,5d1,4261,1716078
77,2ca,177119,2263231
25,ec5,299687,1118850
32,47b,74858,121433
46,49b,371676,2084343
14,568,402916,769706
99,53d,380256,366094
68,a4f,347683,922261
67,87f,336271,2212416
92,3f1,252243,1413276
39,cd6,493899,679748
76,cf0,235395,2296766
22,bdb,50609,587045
30,d81,363022,1476476
66,e1c,330976,796940
27,3fe,11633,1454893
77,ce5,352287,2538650
34,a6e,1585,2480136
24,afe,188102,1418260
28,8d9,375634,1948902
97,500,478582,1054221
40,66e,33286,983649
43,91c,49523,815438
45,b1c,440177,141046
72,fe4,435259,961959
26,d97,37581,61649
25,581,91850,2078204
45,acc,214035,2253265
29,5b2,197695,2202376
93,a9a,39292,707102
14,fec,278817,1795698
10,d26,131007,414241
82,aa1,348732,668589
77,f2c,343884,2174229
74,f3d,99957,2143743
75,2bb,467103,397394
16,f9c,230824,2456228
80,d46,152612,1291410
83,5bf,191121,527303
47,dc7,198934,1452348
76,bfc,210049,2480448
97,c1f,493186,1719198
60,86a,55814,457493
43,49f,489591,1182169
15,cca,216467,1804270
2,972,33426,441862
37,e7b,384032,1304560
60,1ce,43571,34231
37,c6e,339074,1503644
5,d21,48912,2492426
43,5a3,40123,312352
62,75f,49240,2498864
65,6db,414221,2330381
52,ecf,191186,1646009
15,af4,162647,120931
36,ec9,326362,2442052
94,bb9,253928,714367
63,edb,250387,914409
90,ee9,487789,1747140
22,cfe,116942,1936363
39,95c,414883,2586270
95,19c,325447,161239
76,b37,473113,2468105
62,657,200337,2567900
35,0d8,210200,641280
94,d0f,206103,1766659
55,ff5,60705,1349917
85,0f2,178168,1761579
12,ab5,14155,2378293
53,638,333954,1523643
13,9de,477824,1947945
33,fd2,360927,2402208
8,0ef,305136,207331
25,a4f,444661,1549042
24,efc,329146,2356554
89,1a1,196531,544906
21,dc0,333935,1455924
12,3cf,400116,1327165
14,202,387470,659283
18,6be,111233,1220140
97,dc1,293287,327640
80,cff,298043,876440
17,6ae,439548,2150921
45,fec,485328,1871277
71,bed,400189,2187914
63,cad,196956,990807
25,dd1,290196,2460268
25,3cb,260072,2395884
31,085,385089,2508879
50,21c,216778,1586856
1,d3f,71357,176782
66,fec,367947,1161125
73,afd,11371,1010926
98,d6a,369661,2535369
28,088,343094,1680770
89,be8,296193,1788561
40,d97,424882,534301
54,55b,241649,1971869
68,34a,110712,2450241
91,be5,132965,504331
63,505,356389,794186
23,1e0,83839,1295000
36,826,316263,888028
65,ac9,406988,142165
6,19b,469818,297322
6,47d,481523,1594028
71,5cb,93696,2105354
64,61d,414825,853972
11,4ca,466106,1657420
87,ad1,51581,1327555
2,63f,104675,1132546
97,94e,35090,2145750
43,c4d,416187,2290329
57,0da,71933,1854598
29,331,96877,1689230
83,8c9,255942,2020423
18,d34,207340,1088128
29,eff,72454,1086501
52,d41,448079,2169939
13,9dc,291194,1778787
1,a0c,444599,1274118
47,eec,214000,2098776
40,0af,377880,846742
54,f0d,231080,35148
87,9d1,153361,1117972
65,e9b,251526,1365902
26,6b5,224175,1498206
42,e56,166477,925400
4,e50,180546,1212117
14,254,18338,2074238
72,2bf,193729,838674
94,77d,139893,647234
81,ce0,289877,206820
13,e63,181527,2543713
59,cac,305299,2458665
71,0ba,112958,2494903
42,0f4,91797,87310
26,c3f,3505,1447684
12,f4a,349674,135922
63,955,398462,894484
20,acb,140475,31714
90,640,1266,317391
50,b0a,93850,777499
91,777,185176,379845
94,4d4,269133,1073525
49,6c4,223658,707718
85,ec0,156276,96084
38,de1,385695,329644
84,b3a,20514,936825
46,547,367406,154594
4,62e,476682,18665
72,35a,61537,2206493
40,cda,361900,786488
59,b5f,124985,646221
2,e54,97434,1452538
49,f3c,125456,331079
28,2ea,253446,1969150
18,c71,1718,1265449
28,5b6,63727,672604
98,e23,388681,2111461
88,28f,64849,2003807
49,896,355538,854091
64,aad,137131,1539860
39,c94,310271,2475945
5,de0,308567,1313513
13,750,100894,161654
44,690,201041,1674015
46,02f,17253,481903
50,43e,177775,281804
13,d4d,378078,910960
55,eca,217614,233177
16,e34,297487,2032711
64,23b,444156,1374135
67,dcf,21073,2236424
15,cf5,373539,1890627
71,dc1,322397,2165477
3,33c,384415,940835
97,59d,360540,812297
96,36c,126739,2467801
16,642,333719,1823560
89,fa6,65004,43815
16,b3c,274148,1903023
27,00f,237651,153716
46,ea2,427388,560025
39,4c2,22107,1574532
45,25f,443719,420997
28,d5d,37230,664246
98,f23,388471,2291004
62,f24,128316,2250519
95,3e1,497986,1468385
59,a1f,149105,834836
75,2cf,273701,2351648
8,176,238676,447112
69,ccf,110802,974362
73,bdd,145567,1477472
22,d70,102772,2101783
78,38a,56967,884885
52,c14,187671,2032101
35,ea2,176113,1481974
59,29e,105922,403618
72,80e,58055,966664
63,c0f,8336,1946073
71,6aa,463263,1047956
93,d7f,483687,154851
70,4ce,244096,1420961
22,cb5,99856,1554739
42,290,213164,1957124
99,cc4,64839,167336
51,19c,1100,1236083
92,6cf,193264,186560
92,c37,438235,420932
87,6fb,100585,889024
81,95f,358023,1706186
18,8e0,367370,2153283
54,c42,435664,2505972
64,aad,207076,630253
14,3b2,33103,2447051
48,4cd,405616,1508885
82,357,209030,343910
59,be9,163979,2079608
14,564,281477,2530410
43,ba9,486162,785178
11,69e,460672,359202
44,e9a,394639,139465
51,ab2,234482,466232
60,31e,91480,1041013
