77,1bc,369408,768876
30,8f6,371035,2551709
74,483,16160,391696
37,e66,273096,2065949
28,301,311457,1001661
3,d08,368098,75053
65,dce,230442,830785
31,bfc,84352,342997
12,5ba,16753,2021474
90,85b,417272,208351
69,c9a,213297,1349398
44,bb0,368302,2323894
64,ead,476411,259221
31,0db,272054,1663541
14,99f,474943,2108468
81,f8a,67758,655350
11,bdd,314492,1924072
74,c68,103894,1262995
81,c3d,170022,2249579
62,d5a,55701,501050
18,283,34638,787733
19,cb0,341917,1877208
79,3db,193220,1293702
2,1b8,87283,2533638
93,a21,443605,2114269
73,bdf,33271,1855764
6,d7e,319099,1842172
31,aff,123193,8870
93,b6e,210527,1014542
46,466,105895,2552057
99,03c,57095,1793367
89,9cd,421116,1551848
89,86b,128653,382528
85,1e6,160178,145204
51,a29,180319,347371
31,ab8,278809,2358338
97,0be,238622,154004
13,b39,269959,209568
42,77a,408728,847415
58,014,158512,898673
11,e8b,48973,171603
81,fb6,236682,2163108
7,c50,483581,2156059
11,4b7,127990,1652688
48,fa9,150612,78806
23,095,313324,1355535
64,b3d,360834,240854
38,cad,118424,1851409
45,15e,67409,519232
44,b04,96782,1405890
35,781,476216,288728
51,b5d,423711,699987
3,972,214834,1496490
18,78d,78950,116721
46,4a8,494206,715434
62,7ad,149394,2281460
78,c0d,352745,168943
40,bf6,247597,2298480
47,eba,146960,1801204
76,ac1,462529,322501
51,b4b,416940,1232957
99,0c8,138367,353159
76,8c2,197497,1966171
17,7a5,496250,505220
65,337,97024,917614
3,7d4,358909,20421
4,8aa,224006,869218
3,f27,124566,2318474
87,b5d,495403,668405
85,a1a,335119,1547678
33,ba0,319152,2211669
10,d32,44156,2442852
19,af1,153909,1107112
42,8a3,367834,1102658
43,4f3,429562,1557635
83,8d8,180494,2305720
61,e38,170537,2284967
52,fcf,36131,767986
92,e8b,426442,2355892
76,cda,375538,2151227
98,3a2,49276,1956167
11,b4b,40444,1177195
34,242,98328,898882
5,89f,113576,1225177
67,16f,330695,479020
88,cf1,245276,1365404
62,4c3,91489,2242820
39,f95,200489,2461060
82,e90,440197,772303
88,ce6,457119,395597
13,e9a,392309,1848878
27,9f9,329780,56302
28,b1f,64333,1984905
58,378,358466,1558058
8,e54,249232,509169
86,f85,346127,371992
87,008,223493,227472
64,ccc,13441,146037
36,408,469412,1777521
86,168,254053,34974
69,7f8,51594,320557
28,ea1,464540,1570147
33,ffd,297244,2404097
34,d2e,115520,43147
61,e4f,120015,1249738
32,5fe,153407,602348
72,5ce,88213,1409529
99,7c4,435762,173279
13,2ad,454089,584272
39,d56,221259,1177578
26,6ab,232318,1668564
82,cb4,451678,90435
49,8fc,185853,2227122
26,a9d,176776,1122279
2,178,256339,1930186
29,ce6,411378,99334
17,ac8,66562,2145603
97,aad,460702,1679085
86,17c,243751,1825790
90,896,467182,1160623
33,92d,326613,1918487
61,7b1,87344,970925
10,4c4,154891,139295
3,ae3,197442,1314039
41,a4e,119082,527125
35,d7e,303363,1010645
90,9fd,308247,157969
28,42e,24990,2550930
72,495,15954,1520053
60,eb9,73925,1089026
90,b49,196304,2565390
16,b3e,411843,610405
29,c3c,243461,357556
56,f98,185231,2509773
61,c60,456358,1018171
72,dce,180967,1406683
4,821,44548,1984931
77,1dd,340871,489598
86,8f6,198096,2251002
31,350,146492,1189847
24,a52,242559,785470
67,daf,327177,1395046
46,cb9,5386,1215119
62,48f,423693,893288
80,e2c,250642,1126770
46,cdb,129887,2275103
39,2cb,279909,103537
57,c88,339390,188596
59,d85,426137,1026596
65,8f6,300918,1904906
34,cba,178664,2442239
31,bdc,272077,652550
66,57b,308389,877385
25,22a,399968,801116
25,9ec,216264,250063
7,7f4,19189,206115
4,fa3,401957,1706435
27,4ab,470865,1913611
49,99b,156153,2571196
70,f8e,416349,592099
93,402,275113,1981987
6,84a,257248,11187
7,e31,102468,308057
17,33b,420243,2251164
34,aca,335771,1663685
24,75a,216165,1860884
7,62e,226254,1318806
15,ec6,212960,400448
66,7fb,223703,394366
12,11e,351537,2031373
17,bf3,316071,727915
5,f65,91239,449921
77,ea1,318889,908719
54,a06,462205,2060617
18,6d3,333773,1950022
29,f35,468935,1183954
68,09a,411274,283154
7,ed4,81387,1776623
45,a0d,381320,921767
10,1a2,245421,2104284
43,07c,106997,320092
70,6ca,175910,2407691
86,bf7,443964,1708419
44,af9,76243,700693
93,7c7,60302,2119017
78,843,74427,615001
23,78c,469010,2441917
7,17d,225485,1322267
37,f86,118889,2285824
42,f42,104094,985763
29,c99,267547,644337
86,9ad,181711,265031
33,0d5,453373,216401
84,bcf,34821,884423
5,406,389168,1195934
18,e30,81155,1171123
25,3de,208788,1574948
86,dc0,159198,1702582
4,97e,16660,2069628
77,dce,203046,525402
57,39f,167750,1397188
61,9cf,174597,795396
93,447,58987,639217
55,1fa,382521,897590
89,0df,350933,488555
37,cd2,481680,208192
46,a8e,486630,1871672
12,1cc,126493,296560
95,726,400895,1837378
35,12a,70687,2116945
63,2c4,53427,684567
63,1cb,17178,348412
5,46b,101,2543328
65,cd2,333383,1040073
30,c33,383521,898087
34,c37,146698,301333
4,c9d,463148,2531660
97,5c2,414428,2171685
75,1c0,470922,757081
44,e19,344182,1713017
2,3f3,16722,1869306
55,6f3,101147,218080
13,4fa,442338,17313
74,ddf,334302,1350648
56,f81,138720,1734490
25,96a,245374,1999765
93,cf2,471589,1576410
96,e6d,202927,2334010
29,37f,170293,1722358
84,0ba,314987,505745
31,1ba,5857,388998
16,1e2,141834,114333
21,dea,241171,1995027
40,b97,386164,920116
42,9f6,470382,1277186
92,41b,399930,1524863
9,6d7,359721,145618
95,7ce,210127,48280
55,e9a,358957,986851
99,33f,183418,1853986
87,abe,314552,2582053
